"k","game_key","game_source","game_date","game_number","site_key","season_phase","team_alignment","team_key","opponent_key","r_g","r_w","r_l","r_t","b_g","b_pa","b_ab","b_r","b_h","b_tb","b_2b","b_3b","b_hr","b_hr4","b_rbi","b_gw","b_bb","b_ibb","b_so","b_gdp","b_hp","b_sh","b_sf","b_sb","b_cs","b_xi","b_lob","p_g","p_gs","p_cg","p_sho","p_csho","p_gf","p_w","p_l","p_sv","p_out","p_tbf","p_ab","p_r","season","season_game_number"
"MIL_1982","MIL198206080","evt",1982-06-08,0,"MIL05","R",1,"MIL","BAL",1,0,1,0,1,35,31,2,6,8,2,0,0,0,1,NA,2,1,0,1,0,1,1,0,0,0,6,1,1,0,0,0,1,0,1,0,27,38,37,4,1982,53
"MIL_1982","MIL198206090","evt",1982-06-09,0,"MIL05","R",1,"MIL","BAL",1,0,1,0,1,36,34,3,6,9,3,0,0,0,1,NA,1,0,4,0,1,0,0,0,0,0,6,1,1,0,0,0,1,0,1,0,27,41,38,8,1982,54
"MIL_1982","MIL198206100","evt",1982-06-10,0,"MIL05","R",1,"MIL","BAL",1,1,0,0,1,41,37,9,14,20,3,0,1,0,9,NA,3,0,5,0,0,1,0,1,1,0,8,1,1,0,0,0,1,1,0,0,27,42,42,7,1982,55
"MIL_1982","MIL198206110","evt",1982-06-11,0,"MIL05","R",1,"MIL","DET",1,1,0,0,1,40,35,8,12,17,3,1,0,0,6,NA,4,1,0,0,0,0,1,0,0,0,8,1,1,0,0,0,1,1,0,1,27,46,40,6,1982,56
"MIL_1982","MIL198206120","evt",1982-06-12,0,"MIL05","R",1,"MIL","DET",1,0,1,0,1,36,31,3,9,10,1,0,0,0,2,NA,5,0,4,5,0,0,0,0,2,0,6,1,1,0,0,0,1,0,1,0,27,41,36,7,1982,57
"MIL_1982","MIL198206130","evt",1982-06-13,0,"MIL05","R",1,"MIL","DET",1,1,0,0,1,44,39,13,18,36,3,0,5,0,13,NA,5,0,5,3,0,0,0,2,1,0,7,1,1,0,0,0,1,1,0,1,27,36,34,5,1982,58
"MIL_1982","BAL198206140","evt",1982-06-14,0,"BAL11","R",0,"MIL","BAL",1,0,1,0,1,33,31,4,7,8,1,0,0,0,4,NA,2,0,5,1,0,0,0,0,1,0,2,1,1,0,0,0,1,0,1,0,24,38,34,9,1982,59
"MIL_1982","BAL198206150","evt",1982-06-15,0,"BAL11","R",0,"MIL","BAL",1,1,0,0,1,38,31,6,8,16,0,1,2,0,6,NA,5,1,3,1,0,1,1,0,1,0,5,1,1,0,0,0,1,1,0,1,27,36,32,3,1982,60
"MIL_1982","BAL198206160","evt",1982-06-16,0,"BAL11","R",0,"MIL","BAL",1,0,0,1,1,36,31,2,5,9,1,0,1,0,2,NA,4,0,4,0,0,0,1,0,0,0,7,1,1,1,0,0,0,0,0,0,27,38,33,2,1982,61
"MIL_1982","DET198206170","evt",1982-06-17,0,"DET04","R",0,"MIL","DET",1,1,0,0,1,43,41,3,9,14,3,1,0,0,2,NA,1,1,4,2,0,0,1,0,0,0,7,1,1,0,0,0,1,1,0,1,33,40,36,2,1982,62
"MIL_1982","DET198206180","evt",1982-06-18,0,"DET04","R",0,"MIL","DET",1,1,0,0,1,40,31,5,10,14,1,0,1,0,5,NA,4,0,2,1,2,3,0,0,1,0,8,1,1,0,0,0,1,1,0,1,27,39,31,2,1982,63
"MIL_1982","DET198206190","evt",1982-06-19,0,"DET04","R",0,"MIL","DET",1,1,0,0,1,40,36,10,9,22,1,0,4,0,10,NA,4,0,6,1,0,0,0,0,0,0,3,1,1,1,0,0,0,1,0,0,27,38,33,3,1982,64
"MIL_1982","DET198206200","evt",1982-06-20,0,"DET04","R",0,"MIL","DET",1,1,0,0,1,39,37,7,9,23,2,0,4,0,7,NA,2,1,7,0,0,0,0,1,0,0,5,1,1,0,0,0,1,1,0,1,27,36,33,5,1982,65
"MIL_1982","MIL198206210","evt",1982-06-21,0,"MIL05","R",1,"MIL","NYA",1,1,0,0,1,38,33,6,10,19,3,0,2,0,6,NA,4,0,7,0,0,1,0,1,0,0,8,1,1,0,0,0,1,1,0,1,27,40,34,2,1982,66
"MIL_1982","MIL198206220","evt",1982-06-22,0,"MIL05","R",1,"MIL","NYA",1,1,0,0,1,32,30,3,6,12,1,1,1,0,3,NA,2,0,4,0,0,0,0,0,0,0,5,1,1,0,0,0,1,1,0,1,27,33,29,2,1982,67
"MIL_1982","MIL198206230","evt",1982-06-23,0,"MIL05","R",1,"MIL","NYA",1,0,1,0,1,39,32,2,7,11,1,0,1,0,2,NA,6,1,4,1,0,1,0,0,0,0,10,1,1,1,0,0,0,0,1,0,27,36,30,3,1982,68
"MIL_1982","BOS198206250","evt",1982-06-25,0,"BOS07","R",0,"MIL","BOS",1,1,0,0,1,43,43,9,16,26,2,1,2,0,8,NA,0,0,5,1,0,0,0,0,0,0,7,1,1,0,0,0,1,1,0,0,27,43,40,3,1982,69
"MIL_1982","BOS198206260","evt",1982-06-26,0,"BOS07","R",0,"MIL","BOS",1,1,0,0,1,48,40,11,15,27,3,0,3,0,11,NA,4,1,6,0,1,1,2,0,0,0,10,1,1,0,0,0,1,1,0,0,27,44,38,10,1982,70
"MIL_1982","BOS198206270","evt",1982-06-27,0,"BOS07","R",0,"MIL","BOS",1,1,0,0,1,39,36,7,10,22,1,1,3,0,7,NA,1,0,5,0,0,0,2,1,0,0,5,1,1,0,0,0,1,1,0,1,27,36,34,5,1982,71
"MIL_1982","BOS198206280","evt",1982-06-28,0,"BOS07","R",0,"MIL","BOS",1,0,1,0,1,40,36,7,10,17,1,0,2,0,6,NA,4,0,2,1,0,0,0,0,0,0,6,1,1,0,0,0,1,0,1,0,24,43,34,9,1982,72
"MIL_1982","NYA198206290","evt",1982-06-29,0,"NYC16","R",0,"MIL","NYA",1,1,0,0,1,47,44,11,16,25,3,0,2,0,10,NA,3,0,10,0,0,0,0,0,0,0,9,1,1,0,0,0,1,1,0,0,27,39,34,4,1982,73
"MIL_1982","NYA198206300","evt",1982-06-30,0,"NYC16","R",0,"MIL","NYA",1,1,0,0,1,52,48,9,17,27,3,2,1,0,9,NA,1,0,6,1,0,2,1,1,0,0,7,1,1,0,0,0,1,1,0,1,36,54,47,7,1982,74
"MIL_1982","NYA198207010","evt",1982-07-01,0,"NYC16","R",0,"MIL","NYA",1,0,1,0,1,36,33,3,7,10,0,0,1,0,3,NA,3,0,5,1,0,0,0,0,0,0,6,1,1,0,0,0,1,0,1,0,24,34,31,5,1982,75
"MIL_1982","MIL198207020","evt",1982-07-02,0,"MIL05","R",1,"MIL","BOS",1,1,0,0,1,44,43,14,17,31,2,0,4,1,14,NA,1,1,2,0,0,0,0,1,0,0,6,1,1,1,0,0,0,1,0,0,27,36,31,5,1982,76
"MIL_1982","MIL198207030","evt",1982-07-03,0,"MIL05","R",1,"MIL","BOS",1,1,0,0,1,42,34,7,11,26,3,0,4,0,7,NA,8,1,2,0,0,0,0,1,0,0,11,1,1,1,1,0,0,1,0,0,27,31,29,0,1982,77
"MIL_1982","MIL198207040","evt",1982-07-04,0,"MIL05","R",1,"MIL","BOS",1,0,1,0,1,31,31,1,6,8,2,0,0,0,1,NA,0,0,6,2,0,0,0,0,0,0,3,1,1,0,0,0,1,0,1,0,27,39,37,4,1982,78
"MIL_1982","CHA198207050","evt",1982-07-05,0,"CHI10","R",0,"MIL","CHA",1,1,0,0,1,47,42,10,15,22,1,0,2,0,9,NA,2,0,4,1,0,1,2,1,1,0,10,1,1,0,0,0,1,1,0,0,27,39,35,4,1982,79
"MIL_1982","MIL198207070","evt",1982-07-07,0,"MIL05","R",1,"MIL","MIN",1,0,1,0,1,41,39,8,13,25,1,1,3,0,7,NA,2,0,3,1,0,0,0,0,0,0,6,1,1,0,0,0,1,0,1,0,27,44,38,11,1982,80
"MIL_1982","MIL198207080","evt",1982-07-08,0,"MIL05","R",1,"MIL","MIN",1,0,1,0,1,38,34,0,8,8,0,0,0,0,0,NA,4,0,5,1,0,0,0,0,0,0,11,1,1,1,0,0,0,0,1,0,27,41,37,3,1982,81
"MIL_1982","MIL198207090","evt",1982-07-09,0,"MIL05","R",1,"MIL","KCA",1,1,0,0,1,44,35,9,11,16,5,0,0,0,9,NA,8,3,4,0,1,0,0,0,0,0,11,1,1,0,0,0,1,1,0,1,27,39,38,6,1982,82
"MIL_1982","MIL198207100","evt",1982-07-10,0,"MIL05","R",1,"MIL","KCA",1,1,0,0,1,44,40,7,19,31,3,0,3,0,7,NA,2,0,10,0,0,1,1,0,1,0,13,1,1,1,1,0,0,1,0,0,27,37,33,0,1982,83
"MIL_1982","MIL198207110","evt",1982-07-11,0,"MIL05","R",1,"MIL","KCA",1,1,0,0,1,37,34,8,10,24,2,0,4,0,8,NA,2,0,6,0,0,1,0,0,0,0,5,1,1,0,0,0,1,1,0,1,27,39,36,5,1982,84
"MIL_1982","MIL198207151","evt",1982-07-15,1,"MIL05","R",1,"MIL","CHA",1,1,0,0,1,39,36,8,15,20,5,0,0,0,8,NA,2,0,4,0,0,1,0,0,0,0,7,1,1,0,0,0,1,1,0,0,27,34,32,4,1982,85
"MIL_1982","MIL198207152","evt",1982-07-15,2,"MIL05","R",1,"MIL","CHA",1,1,0,0,1,31,30,5,7,12,2,0,1,0,5,NA,1,0,3,0,0,0,0,0,1,0,2,1,1,0,0,0,1,1,0,1,27,36,32,4,1982,86
"MIL_1982","MIL198207160","evt",1982-07-16,0,"MIL05","R",1,"MIL","CHA",1,1,0,0,1,33,31,5,10,15,2,0,1,0,5,NA,1,0,2,2,0,0,1,1,0,0,4,1,1,0,0,0,1,1,0,1,27,39,36,3,1982,87
"MIL_1982","MIL198207170","evt",1982-07-17,0,"MIL05","R",1,"MIL","CHA",1,1,0,0,1,37,33,5,10,14,4,0,0,0,4,NA,3,0,6,0,0,0,1,0,0,0,8,1,1,0,0,0,1,1,0,1,27,34,29,2,1982,88
"MIL_1982","MIL198207180","evt",1982-07-18,0,"MIL05","R",1,"MIL","CHA",1,1,0,0,1,41,36,9,14,19,3,1,0,0,9,NA,3,0,3,0,1,0,1,0,0,0,8,1,1,0,0,0,1,1,0,1,27,39,34,3,1982,89
"MIL_1982","MIN198207190","evt",1982-07-19,0,"MIN03","R",0,"MIL","MIN",1,0,1,0,1,39,35,4,10,17,1,0,2,0,4,NA,3,0,3,1,0,0,1,1,0,0,8,1,1,1,0,0,0,0,1,0,24,33,32,6,1982,90
"MIL_1982","MIN198207200","evt",1982-07-20,0,"MIN03","R",0,"MIL","MIN",1,0,1,0,1,37,32,3,7,12,0,1,1,0,3,NA,5,0,6,2,0,0,0,1,0,0,7,1,1,0,0,0,1,0,1,0,24,35,33,5,1982,91
"MIL_1982","MIN198207210","evt",1982-07-21,0,"MIN03","R",0,"MIL","MIN",1,1,0,0,1,50,39,10,12,24,0,0,4,1,10,NA,10,0,8,0,0,0,1,0,0,0,13,1,1,0,0,0,1,1,0,0,27,38,36,4,1982,92
"MIL_1982","KCA198207230","evt",1982-07-23,0,"KAN06","R",0,"MIL","KCA",1,0,1,0,1,36,34,3,9,16,1,0,2,0,3,NA,2,0,8,2,0,0,0,0,1,0,6,1,1,0,0,0,1,0,1,0,25,35,33,4,1982,93
"MIL_1982","KCA198207240","evt",1982-07-24,0,"KAN06","R",0,"MIL","KCA",1,1,0,0,1,39,35,7,10,16,1,1,1,0,6,NA,1,1,1,0,1,0,2,0,0,0,5,1,1,1,0,0,0,1,0,0,27,37,34,4,1982,94
"MIL_1982","KCA198207250","evt",1982-07-25,0,"KAN06","R",0,"MIL","KCA",1,0,1,0,1,34,32,4,5,12,1,0,2,0,4,NA,2,0,5,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,1,0,24,38,33,6,1982,95
"MIL_1982","TEX198207260","evt",1982-07-26,0,"ARL01","R",0,"MIL","TEX",1,0,1,0,1,32,31,1,4,5,1,0,0,0,1,NA,1,0,4,0,0,0,0,0,1,0,4,1,1,1,0,0,0,0,1,0,24,31,28,3,1982,96
"MIL_1982","TEX198207270","evt",1982-07-27,0,"ARL01","R",0,"MIL","TEX",1,1,0,0,1,39,35,8,11,18,1,0,2,0,8,NA,3,0,2,2,1,0,0,0,0,0,4,1,1,0,0,0,1,1,0,0,27,34,33,2,1982,97
"MIL_1982","TEX198207280","evt",1982-07-28,0,"ARL01","R",0,"MIL","TEX",1,1,0,0,1,36,31,3,5,8,3,0,0,0,1,NA,3,1,3,0,0,1,1,0,1,0,6,1,1,0,0,0,1,1,0,1,27,35,30,2,1982,98
"MIL_1982","MIL198207290","evt",1982-07-29,0,"MIL05","R",1,"MIL","CLE",1,0,1,0,1,49,47,1,11,14,3,0,0,0,1,NA,2,0,8,0,0,0,0,1,0,0,12,1,1,0,0,0,1,0,1,0,36,53,46,5,1982,99
"MIL_1982","MIL198207300","evt",1982-07-30,0,"MIL05","R",1,"MIL","CLE",1,0,1,0,1,36,35,2,9,10,1,0,0,0,2,NA,0,0,0,0,0,0,1,0,0,0,7,1,1,0,0,0,1,0,1,0,27,42,33,7,1982,100
"MIL_1982","MIL198207310","evt",1982-07-31,0,"MIL05","R",1,"MIL","CLE",1,1,0,0,1,33,27,4,6,8,2,0,0,0,1,NA,5,1,4,2,0,1,0,0,0,0,5,1,1,0,0,0,1,1,0,1,27,33,31,2,1982,101
"MIL_1982","MIL198208011","evt",1982-08-01,1,"MIL05","R",1,"MIL","CLE",1,0,1,0,1,33,31,1,4,8,1,0,1,0,1,NA,2,0,4,0,0,0,0,1,0,0,5,1,1,1,0,0,0,0,1,0,27,38,36,4,1982,102
"MIL_1982","MIL198208012","evt",1982-08-01,2,"MIL05","R",1,"MIL","CLE",1,1,0,0,1,36,34,7,12,15,3,0,0,0,7,NA,2,1,1,1,0,0,0,1,0,0,5,1,1,0,0,0,1,1,0,0,27,34,32,2,1982,103
"MIL_1982","TOR198208020","evt",1982-08-02,0,"TOR01","R",0,"MIL","TOR",1,0,1,0,1,39,39,4,11,16,2,0,1,0,4,NA,0,0,7,0,0,0,0,0,0,0,8,1,1,0,0,0,1,0,1,0,24,41,35,9,1982,104
"MIL_1982","TOR198208030","evt",1982-08-03,0,"TOR01","R",0,"MIL","TOR",1,1,0,0,1,39,36,7,12,23,2,0,3,0,7,NA,2,1,2,1,0,1,0,1,1,0,5,1,1,0,0,0,1,1,0,1,27,38,36,4,1982,105
"MIL_1982","TOR198208040","evt",1982-08-04,0,"TOR01","R",0,"MIL","TOR",1,1,0,0,1,43,40,8,12,25,1,0,4,0,8,NA,3,0,3,0,0,0,0,0,0,0,8,1,1,1,1,0,0,1,0,0,27,31,31,0,1982,106
"MIL_1982","CLE198208060","evt",1982-08-06,0,"CLE07","R",0,"MIL","CLE",1,1,0,0,1,42,38,5,8,14,0,0,2,0,5,NA,4,0,6,0,0,0,0,1,0,0,7,1,1,0,0,0,1,1,0,1,30,44,41,2,1982,107
"MIL_1982","CLE198208070","evt",1982-08-07,0,"CLE07","R",0,"MIL","CLE",1,0,1,0,1,45,38,3,9,10,1,0,0,0,3,NA,5,1,7,0,0,2,0,2,0,0,9,1,1,0,0,0,1,0,1,0,32,44,39,4,1982,108
"MIL_1982","CLE198208080","evt",1982-08-08,0,"CLE07","R",0,"MIL","CLE",1,1,0,0,1,38,35,7,10,16,0,0,2,0,7,NA,2,1,3,1,0,0,1,1,0,0,4,1,1,0,0,0,1,1,0,1,27,45,39,6,1982,109
"MIL_1982","MIL198208090","evt",1982-08-09,0,"MIL05","R",1,"MIL","TEX",1,1,0,0,1,40,36,9,13,19,1,1,1,0,8,NA,3,1,1,0,0,0,1,1,0,0,7,1,1,1,0,0,0,1,0,0,27,34,31,1,1982,110
"MIL_1982","MIL198208100","evt",1982-08-10,0,"MIL05","R",1,"MIL","TEX",1,1,0,0,1,42,37,11,12,21,3,0,2,0,11,NA,5,2,3,0,0,0,0,1,0,0,7,1,1,0,0,0,1,1,0,0,27,36,34,3,1982,111
"MIL_1982","MIL198208110","evt",1982-08-11,0,"MIL05","R",1,"MIL","TEX",1,0,1,0,1,35,31,3,7,9,2,0,0,0,3,NA,4,0,3,2,0,0,0,0,1,0,5,1,1,0,0,0,1,0,1,0,27,40,39,6,1982,112
"MIL_1982","MIL198208121","evt",1982-08-12,1,"MIL05","R",1,"MIL","TOR",1,1,0,0,1,35,32,7,8,13,2,0,1,0,7,NA,3,0,7,0,0,0,0,1,0,0,4,1,1,1,0,0,0,1,0,0,27,30,30,1,1982,113
"MIL_1982","MIL198208122","evt",1982-08-12,2,"MIL05","R",1,"MIL","TOR",1,1,0,0,1,37,32,4,7,12,2,0,1,0,3,NA,4,0,5,0,1,0,0,0,1,0,9,1,1,0,0,0,1,1,0,1,27,39,36,3,1982,114
"MIL_1982","MIL198208130","evt",1982-08-13,0,"MIL05","R",1,"MIL","TOR",1,1,0,0,1,35,31,3,9,9,0,0,0,0,3,NA,4,0,4,0,0,0,0,1,0,0,8,1,1,1,0,0,0,1,0,0,27,40,32,1,1982,115
"MIL_1982","MIL198208140","evt",1982-08-14,0,"MIL05","R",1,"MIL","TOR",1,0,1,0,1,34,34,2,8,12,1,0,1,0,2,NA,0,0,2,0,0,0,0,1,0,0,5,1,1,1,0,0,0,0,1,0,27,37,32,4,1982,116
"MIL_1982","MIL198208150","evt",1982-08-15,0,"MIL05","R",1,"MIL","TOR",1,0,1,0,1,32,32,2,6,12,0,0,2,0,2,NA,0,0,3,1,0,0,0,1,0,0,3,1,1,0,0,0,1,0,1,0,27,40,30,3,1982,117
"MIL_1982","OAK198208170","evt",1982-08-17,0,"OAK01","R",0,"MIL","OAK",1,0,1,0,1,44,42,6,14,24,1,0,3,0,6,NA,2,0,2,1,0,0,0,0,0,0,11,1,1,0,0,0,1,0,1,0,24,43,36,10,1982,118
"MIL_1982","OAK198208180","evt",1982-08-18,0,"OAK01","R",0,"MIL","OAK",1,0,1,0,1,44,39,2,6,8,0,1,0,0,2,NA,5,0,4,0,0,0,0,1,0,0,9,1,1,1,0,0,0,0,1,0,31,39,33,3,1982,119
"MIL_1982","OAK198208190","evt",1982-08-19,0,"OAK01","R",0,"MIL","OAK",1,1,0,0,1,41,38,10,10,17,4,0,1,0,9,NA,2,0,1,0,0,1,0,0,0,0,4,1,1,0,0,0,1,1,0,1,27,39,36,6,1982,120
"MIL_1982","SEA198208200","evt",1982-08-20,0,"SEA02","R",0,"MIL","SEA",1,1,0,0,1,41,34,6,11,11,0,0,0,0,6,NA,4,0,4,0,0,2,1,2,1,0,8,1,1,0,0,0,1,1,0,1,27,36,32,5,1982,121
"MIL_1982","SEA198208210","evt",1982-08-21,0,"SEA02","R",0,"MIL","SEA",1,1,0,0,1,39,36,3,11,12,1,0,0,0,3,NA,3,1,6,2,0,0,0,1,0,0,9,1,1,0,0,0,1,1,0,1,27,34,33,2,1982,122
"MIL_1982","SEA198208220","evt",1982-08-22,0,"SEA02","R",0,"MIL","SEA",1,1,0,0,1,40,37,8,10,10,0,0,0,0,6,NA,2,0,9,0,0,1,0,4,0,0,5,1,1,0,0,0,1,1,0,0,27,35,33,5,1982,123
"MIL_1982","CAL198208230","evt",1982-08-23,0,"ANA01","R",0,"MIL","CAL",1,0,1,0,1,34,33,3,7,9,2,0,0,0,2,NA,1,0,6,1,0,0,0,0,0,0,4,1,1,0,0,0,1,0,1,0,24,36,27,5,1982,124
"MIL_1982","CAL198208240","evt",1982-08-24,0,"ANA01","R",0,"MIL","CAL",1,1,0,0,1,42,39,7,12,24,3,0,3,0,7,NA,3,0,8,0,0,0,0,1,0,0,8,1,1,1,0,0,0,1,0,0,27,34,29,3,1982,125
"MIL_1982","MIL198208260","evt",1982-08-26,0,"MIL05","R",1,"MIL","OAK",1,1,0,0,1,40,36,10,13,25,2,2,2,0,10,NA,3,0,3,0,0,0,1,0,0,0,6,1,1,1,0,0,0,1,0,0,27,34,33,3,1982,126
"MIL_1982","MIL198208270","evt",1982-08-27,0,"MIL05","R",1,"MIL","OAK",1,1,0,0,1,39,28,5,7,8,1,0,0,0,4,NA,9,1,3,2,0,1,1,1,0,0,10,1,1,0,0,0,1,1,0,1,27,34,30,4,1982,127
"MIL_1982","MIL198208280","evt",1982-08-28,0,"MIL05","R",1,"MIL","OAK",1,0,1,0,1,46,41,6,14,19,2,0,1,0,6,NA,5,1,4,0,0,0,0,1,0,0,13,1,1,0,0,0,1,0,1,0,27,43,38,7,1982,128
"MIL_1982","MIL198208290","evt",1982-08-29,0,"MIL05","R",1,"MIL","OAK",1,1,0,0,1,43,41,8,17,22,2,0,1,0,8,NA,2,0,5,0,0,0,0,2,0,0,11,1,1,1,0,0,0,1,0,0,27,31,30,1,1982,129
"MIL_1982","MIL198208300","evt",1982-08-30,0,"MIL05","R",1,"MIL","SEA",1,0,1,0,1,37,36,2,6,9,0,0,1,0,2,NA,1,0,5,1,0,0,0,1,0,0,5,1,1,0,0,0,1,0,1,0,30,44,40,3,1982,130
"MIL_1982","MIL198208310","evt",1982-08-31,0,"MIL05","R",1,"MIL","SEA",1,1,0,0,1,40,35,8,10,16,3,0,1,0,7,NA,5,0,3,1,0,0,0,1,0,0,8,1,1,0,0,0,1,1,0,0,27,34,34,2,1982,131
"MIL_1982","MIL198209010","evt",1982-09-01,0,"MIL05","R",1,"MIL","SEA",1,1,0,0,1,33,28,7,7,16,3,0,2,0,7,NA,3,0,6,0,1,0,1,0,1,0,2,1,1,0,0,0,1,1,0,0,27,37,32,3,1982,132
"MIL_1982","MIL198209021","evt",1982-09-02,1,"MIL05","R",1,"MIL","CLE",1,1,0,0,1,32,27,2,4,4,0,0,0,0,2,NA,4,0,4,0,0,1,0,1,1,0,6,1,1,0,0,0,1,1,0,1,27,32,30,1,1982,133
"MIL_1982","MIL198209022","evt",1982-09-02,2,"MIL05","R",1,"MIL","CLE",1,0,1,0,1,36,34,2,8,9,1,0,0,0,2,NA,1,0,4,0,0,0,1,1,0,0,7,1,1,1,0,0,0,0,1,0,27,35,32,4,1982,134
"MIL_1982","MIL198209030","evt",1982-09-03,0,"MIL05","R",1,"MIL","CAL",1,0,1,0,1,35,34,2,8,11,3,0,0,0,1,NA,1,0,4,0,0,0,0,0,0,0,6,1,1,0,0,0,1,0,1,0,27,39,33,5,1982,135
"MIL_1982","MIL198209040","evt",1982-09-04,0,"MIL05","R",1,"MIL","CAL",1,1,0,0,1,40,39,8,15,21,2,2,0,0,8,NA,1,0,5,1,0,0,0,2,0,0,8,1,1,1,0,0,0,1,0,0,27,39,31,2,1982,136
"MIL_1982","MIL198209050","evt",1982-09-05,0,"MIL05","R",1,"MIL","CAL",1,1,0,0,1,36,31,8,11,19,3,1,1,0,7,NA,1,0,4,1,1,2,1,0,1,0,4,1,1,0,0,0,1,1,0,1,27,37,36,5,1982,137
"MIL_1982","MIL198209060","evt",1982-09-06,0,"MIL05","R",1,"MIL","DET",1,0,1,0,1,44,39,5,11,15,1,0,1,0,5,NA,4,0,6,2,0,0,1,0,1,0,9,1,1,1,0,0,0,0,1,0,30,39,37,6,1982,138
"MIL_1982","MIL198209070","evt",1982-09-07,0,"MIL05","R",1,"MIL","DET",1,1,0,0,1,33,32,4,8,13,2,0,1,0,4,NA,1,0,5,0,0,0,0,0,0,0,5,1,1,1,1,0,0,1,0,0,27,33,33,0,1982,139
"MIL_1982","MIL198209080","evt",1982-09-08,0,"MIL05","R",1,"MIL","DET",1,1,0,0,1,37,32,9,10,15,2,0,1,0,9,NA,4,0,4,0,0,0,1,0,0,0,4,1,1,0,0,0,1,1,0,0,27,43,42,7,1982,140
"MIL_1982","NYA198209090","evt",1982-09-09,0,"NYC16","R",0,"MIL","NYA",1,0,1,0,1,42,38,4,10,13,0,0,1,0,4,NA,3,0,5,2,0,1,0,0,0,0,8,1,1,0,0,0,1,0,1,0,28,38,34,5,1982,141
"MIL_1982","NYA198209100","evt",1982-09-10,0,"NYC16","R",0,"MIL","NYA",1,1,0,0,1,40,36,5,10,14,1,0,1,0,5,NA,3,1,2,0,0,0,1,1,0,0,8,1,1,1,0,0,0,1,0,0,27,37,36,3,1982,142
"MIL_1982","NYA198209110","evt",1982-09-11,0,"NYC16","R",0,"MIL","NYA",1,0,1,0,1,35,33,2,5,11,1,1,1,0,2,NA,2,0,6,0,0,0,0,2,0,0,6,1,1,0,0,0,1,0,1,0,24,45,40,14,1982,143
"MIL_1982","NYA198209120","evt",1982-09-12,0,"NYC16","R",0,"MIL","NYA",1,0,1,0,1,39,35,8,11,24,2,1,3,0,8,NA,3,0,6,1,0,1,0,0,0,0,4,1,1,0,0,0,1,0,1,0,25,43,35,9,1982,144
"MIL_1982","DET198209130","evt",1982-09-13,0,"DET04","R",0,"MIL","DET",1,0,1,0,1,45,42,3,9,20,2,0,3,0,3,NA,2,1,3,0,0,1,0,1,0,0,9,1,1,0,0,0,1,0,1,0,30,40,37,4,1982,145
"MIL_1982","DET198209140","evt",1982-09-14,0,"DET04","R",0,"MIL","DET",1,1,0,0,1,46,39,6,12,18,1,1,1,0,6,NA,7,0,6,0,0,0,0,1,0,0,13,1,1,0,0,0,1,1,0,1,27,37,33,3,1982,146
"MIL_1982","DET198209150","evt",1982-09-15,0,"DET04","R",0,"MIL","DET",1,1,0,0,1,39,36,5,9,12,3,0,0,0,5,NA,3,1,5,0,0,0,0,0,0,0,7,1,1,0,0,0,1,1,0,1,27,44,40,3,1982,147
"MIL_1982","MIL198209170","evt",1982-09-17,0,"MIL05","R",1,"MIL","NYA",1,1,0,0,1,44,37,14,15,25,2,1,2,0,12,NA,5,0,3,1,0,0,2,0,0,0,6,1,1,1,1,0,0,1,0,0,27,30,29,0,1982,148
"MIL_1982","MIL198209180","evt",1982-09-18,0,"MIL05","R",1,"MIL","NYA",1,1,0,0,1,42,39,6,16,22,1,1,1,0,6,NA,3,0,4,0,0,0,0,2,0,0,12,1,1,0,0,0,1,1,0,1,27,37,35,4,1982,149
"MIL_1982","MIL198209190","evt",1982-09-19,0,"MIL05","R",1,"MIL","NYA",1,1,0,0,1,42,38,14,15,28,5,1,2,0,14,NA,2,0,3,0,0,0,2,0,0,0,4,1,1,0,0,0,1,1,0,0,27,36,33,1,1982,150
"MIL_1982","MIL198209200","evt",1982-09-20,0,"MIL05","R",1,"MIL","BOS",1,1,0,0,1,42,39,4,10,19,1,1,2,0,4,NA,1,1,5,1,0,1,1,0,0,0,6,1,1,1,0,0,0,1,0,0,33,45,38,3,1982,151
"MIL_1982","MIL198209210","evt",1982-09-21,0,"MIL05","R",1,"MIL","BOS",1,0,1,0,1,38,36,3,8,12,1,0,1,0,3,NA,2,0,7,1,0,0,0,0,0,0,5,1,1,0,0,0,1,0,1,0,30,40,36,4,1982,152
"MIL_1982","MIL198209220","evt",1982-09-22,0,"MIL05","R",1,"MIL","BOS",1,1,0,0,1,33,28,3,7,12,2,0,1,0,3,NA,4,2,1,1,0,1,0,0,1,0,6,1,1,1,0,0,0,1,0,0,27,31,30,1,1982,153
"MIL_1982","MIL198209240","evt",1982-09-24,0,"MIL05","R",1,"MIL","BAL",1,1,0,0,1,47,42,15,18,28,4,0,2,0,14,NA,5,0,3,1,0,0,0,0,0,0,8,1,1,0,0,0,1,1,0,0,27,39,36,6,1982,154
"MIL_1982","MIL198209250","evt",1982-09-25,0,"MIL05","R",1,"MIL","BAL",1,0,1,0,1,34,31,2,4,6,2,0,0,0,2,NA,3,0,0,1,0,0,0,0,0,0,5,1,1,0,0,0,1,0,1,0,27,42,33,7,1982,155
"MIL_1982","MIL198209260","evt",1982-09-26,0,"MIL05","R",1,"MIL","BAL",1,0,1,0,1,34,31,2,6,11,2,0,1,0,2,NA,2,0,3,0,0,1,0,1,0,0,5,1,1,0,0,0,1,0,1,0,27,44,38,5,1982,156
